ssn,leukocyty,hemoglobin,trombocyty,indicator,alt,ast,hematokrit,hbver,etytr,er-cv,erytrocyty
075-33-0187,5.529,6.71983,5.45178,1.0,16.25914,46.99865,4.20097,5.55447,4.35652,46.54907,5.42467
075-66-1318,6.98122,6.28799,5.37861,1.0,16.70086,72.80165,5.94325,4.6191,6.75287,54.83076,3.24458
076-44-6437,8.58704,7.41135,6.67419,1.0,12.67307,47.17422,5.1256,4.701,6.17575,27.99205,4.90525
076-54-2238,6.6473,7.53192,6.86729,1.0,9.89154,46.87741,7.98748,4.23775,6.1728,75.5675,5.57586
077-16-3774,5.68027,7.38609,5.87506,1.0,16.73727,39.74577,7.22754,7.65627,6.2472,32.80765,4.83543
077-56-1594,6.00749,6.0134,5.26986,1.0,17.05087,51.71318,4.36513,3.90988,6.65808,54.4799,3.42855
077-62-2899,7.46964,5.57787,4.85218,0.0,15.40241,32.55728,7.04384,4.55512,5.47733,47.49563,3.19839
077-65-0886,6.68436,3.14512,4.87096,0.0,13.80689,39.05914,8.10048,6.67063,5.96088,58.64451,4.19355
078-10-6020,6.17756,10.3495,6.62052,1.0,30.08789,46.06597,4.76238,3.88492,6.56053,57.55648,7.26794
078-15-9570,7.68184,9.17126,6.02786,1.0,17.01628,56.76891,3.43646,3.33062,7.21706,57.5014,6.46223
078-21-6986,5.69882,4.27093,3.26317,0.0,17.63872,44.44397,6.62975,6.00305,5.86008,53.32769,2.01594
078-32-2567,6.07888,7.24961,5.0737,1.0,9.11667,40.6992,7.17919,6.91524,5.82229,66.72904,4.9946
078-36-3032,6.79193,6.81245,6.95739,0.0,21.78749,32.7043,8.90162,5.56613,5.97027,47.80456,4.24912
078-42-1382,6.13986,6.09337,6.25145,0.0,19.2271,53.09008,5.66342,6.64935,6.76956,58.86244,3.93423
078-90-2088,5.50661,3.98512,6.03096,0.0,13.67347,25.25764,8.95049,3.28606,4.89967,49.73376,4.92111
078-95-9359,3.98677,6.13773,5.88413,1.0,14.16768,48.48982,7.54604,7.46412,7.40671,39.06341,4.95101
079-06-8477,4.61705,5.81712,7.20658,0.0,15.14247,25.013,7.33601,5.59743,5.5075,68.8373,2.90978
079-08-9933,5.86297,7.70235,6.62567,1.0,16.14836,62.65813,5.20602,4.73797,4.1182,73.60131,5.13907
079-47-5178,5.96104,6.79542,7.0571,1.0,5.2895,71.54029,6.76538,7.74677,7.12713,41.43581,5.64761
079-48-2768,5.52503,5.49984,3.18103,0.0,13.47077,58.13249,7.29917,7.65869,6.64717,60.0633,4.68645
079-58-2053,5.65911,5.13653,5.4366,1.0,10.00715,70.5151,5.60712,5.37551,5.04255,68.15898,3.67582
079-67-3117,5.70925,4.50726,7.40863,0.0,15.185,62.57051,7.68401,7.48517,5.55565,37.2373,5.1441
080-01-7405,6.38341,9.15076,6.66852,1.0,20.85423,64.81443,5.61935,3.92835,6.11799,37.28451,6.44652
080-03-3701,6.71068,6.566,5.49348,1.0,15.77873,49.01453,8.43794,6.63945,5.39269,52.31751,5.19945
080-05-3109,7.00978,10.98651,5.00128,1.0,13.09015,49.70385,3.39136,6.44653,5.37899,63.63616,4.27255
080-41-3051,3.92571,4.91768,5.86177,0.0,14.79229,62.77413,6.52279,5.71481,6.10774,33.03751,1.57304
080-53-6681,5.57344,5.99054,6.96857,1.0,10.11451,57.60575,5.10408,4.79581,6.82663,43.19067,3.63042
080-76-6549,6.08608,5.31029,4.54272,1.0,14.92151,55.14716,7.52026,8.29897,4.19903,43.10867,4.89015
080-81-9622,7.34657,6.84675,5.2079,1.0,19.04151,53.57041,8.42809,6.29612,6.11683,58.90893,7.04061
080-92-2967,5.72586,8.78354,5.0422,0.0,11.96609,49.63328,7.25093,6.4894,5.42106,59.45656,4.19948
081-31-6677,3.37313,9.81006,4.89962,0.0,18.06399,40.39933,7.22766,5.84418,5.04963,14.92096,5.19087
082-30-6112,5.91487,9.02477,4.23078,1.0,12.93657,36.29064,4.03245,3.57181,7.5205,40.0457,5.67412
082-53-9497,7.01882,7.10332,4.95003,1.0,16.65007,64.69973,6.55235,7.7351,6.04229,56.11779,5.66584
082-64-8895,6.4024,3.47999,6.81416,0.0,13.51474,40.04918,8.44453,7.55105,7.2528,54.66231,5.66178
082-80-6353,6.35951,7.24929,6.26122,1.0,11.715,64.68668,4.9053,4.84726,5.64955,43.16271,4.77592
083-03-6069,5.56626,9.20546,6.98517,1.0,11.14773,58.26097,6.13302,3.89767,5.5508,56.37325,5.94523
083-26-3981,6.41286,5.42091,6.63172,1.0,16.51541,54.48051,8.48088,6.8438,6.63062,51.11365,4.64161
083-50-1660,5.60586,7.19529,5.42219,1.0,12.02258,32.21883,4.8278,5.49111,6.97376,45.59937,4.51297
084-20-4957,7.23411,7.92919,3.8607,1.0,18.5636,71.16416,4.24262,4.91627,6.93463,48.50983,6.0759
084-72-4253,6.01626,8.2603,6.11918,1.0,14.74123,61.15825,6.7393,6.65509,6.51254,33.86547,4.23362
084-96-7854,7.18902,8.68506,6.26216,1.0,17.53224,44.58549,5.22579,4.40914,5.8061,35.89816,5.94652
085-22-7373,5.72354,10.44387,6.88115,1.0,24.55076,46.75303,3.67798,2.02327,5.69173,68.09175,6.51349
085-36-5862,6.79781,7.73932,8.31788,1.0,12.32871,63.06104,3.14066,3.63026,8.48437,66.96557,5.36785
086-39-2096,4.73493,6.74691,6.14181,1.0,10.50322,61.48244,6.4699,5.49128,4.69116,64.47238,4.63058
086-90-9108,5.21336,4.47396,8.20027,1.0,16.83041,39.14584,5.26971,6.25977,5.42539,50.73459,2.99247
086-96-4265,7.05905,6.0518,4.55071,1.0,19.53565,65.64987,6.07514,6.22089,6.28177,41.15717,4.4601
087-18-3109,5.33329,8.21601,6.89015,1.0,17.98138,42.12467,6.65482,6.37632,5.75446,66.5689,5.19363
087-36-3328,7.71266,8.06792,6.49659,1.0,10.06534,51.83964,5.93223,7.68932,8.58781,62.47725,3.68932
087-45-7106,6.22722,6.51103,6.18979,1.0,12.35284,38.85037,7.1571,7.31635,4.91004,83.56708,2.89621
087-48-9122,6.63614,6.33845,4.97274,1.0,7.96608,70.32111,4.81535,4.41434,3.8141,39.04426,4.35134
087-67-4149,5.36592,6.20943,5.99923,0.0,18.66236,45.00734,4.47314,4.7061,5.7264,19.52328,4.30793
087-70-7776,4.16222,7.37971,6.20938,1.0,16.13277,36.63597,6.2574,4.2368,6.71475,49.27897,4.83783
088-81-2791,4.44883,9.81364,5.47185,0.0,17.38101,73.82376,6.10045,4.69001,6.69589,46.12327,5.67116
089-12-6003,6.38643,9.43107,6.5862,1.0,24.45517,67.10017,3.55643,3.89153,4.67058,48.93861,6.58323
089-54-8904,6.88065,11.7427,5.1271,1.0,14.04392,61.45521,5.64849,4.79862,6.36885,56.02366,4.399
090-21-9434,6.08185,9.67829,4.79394,1.0,19.62618,41.53206,4.22609,2.85189,4.68898,65.10029,6.07457
090-88-6810,4.30416,8.38159,5.68082,1.0,13.29955,76.76958,4.35868,4.39779,6.318,45.33158,6.00381
091-36-8285,5.70691,8.57282,3.93735,1.0,16.76266,24.63113,6.1491,4.70618,5.55273,65.15154,6.28985
091-88-8925,7.84208,7.3615,5.16629,1.0,22.66324,41.35909,7.79035,6.40733,5.5133,49.07301,6.28254
092-56-6151,5.00592,5.59933,6.20558,1.0,14.85547,35.31125,3.56335,5.99395,7.07535,29.86323,4.35146
092-67-7039,4.57097,6.29072,5.67044,0.0,14.87407,36.45846,8.86357,4.89979,6.84766,54.60252,5.00269
094-49-5396,6.66893,7.10393,4.97675,0.0,14.56781,56.38045,7.70042,5.93115,5.81146,48.03222,4.86296
094-53-2922,7.24032,5.7356,5.45361,1.0,14.38819,34.36899,8.14704,7.30238,7.25206,19.96315,5.37866
094-70-8309,7.38467,6.23014,4.99297,1.0,14.52097,58.53635,8.54715,7.08143,5.57867,54.5897,2.36211
094-97-7491,6.27499,7.1521,4.464,0.0,14.07428,51.74161,7.02594,5.75089,5.77484,28.18691,4.9515
095-31-1095,6.80182,7.09863,5.62994,1.0,23.34295,65.23413,7.86913,6.61154,7.77501,40.76042,6.0138
095-40-6995,5.37178,5.96535,5.78472,1.0,13.30554,48.78005,4.37157,4.29836,6.87569,23.76156,3.6263
095-70-2253,5.29559,6.45401,7.10809,1.0,15.97461,50.97722,4.25605,6.59968,6.44744,42.59013,5.64364
095-84-6707,6.05686,8.04769,5.17719,0.0,12.72664,51.32433,5.48893,4.22732,6.37751,48.20632,4.94227
096-28-7778,6.53405,7.84126,6.45694,1.0,15.22876,32.84919,5.99459,4.12119,7.16247,62.2033,5.47415
096-38-4893,7.45313,4.68116,5.82731,1.0,19.19478,47.90922,4.77321,7.87829,6.17635,45.61274,3.41773
098-10-4790,5.88948,9.1472,5.2283,1.0,13.27784,54.9505,5.19721,4.01034,6.60965,51.17366,6.16779
098-39-6440,7.05374,7.26923,7.20638,1.0,11.73221,38.69288,5.71055,4.69799,5.67006,62.45192,4.70433
098-69-4353,5.08987,6.4679,5.35222,1.0,16.97955,37.31623,8.74733,7.53263,5.67,32.01378,5.99034
098-78-5196,5.32382,6.971,7.13454,0.0,16.26213,63.56752,5.76589,6.83355,5.99988,76.20504,4.39481
098-95-5325,5.72047,6.09242,6.70863,1.0,14.56697,62.47585,6.36805,4.64366,6.52528,38.60882,3.31863
099-07-6150,6.54293,6.59065,6.40186,1.0,9.55248,61.75894,5.41384,8.52985,7.0406,63.25925,3.76272
099-16-4205,5.24035,4.61598,5.76092,1.0,23.00759,44.85398,3.41775,5.10641,5.88674,71.19905,2.64959
099-20-6768,2.7855,7.22232,6.26596,1.0,16.37281,47.48615,6.6597,7.84457,5.37353,40.64745,4.57376
099-29-9246,6.32304,9.43644,5.31451,1.0,24.50159,56.64957,6.14067,4.5892,6.29488,34.99493,7.04014
099-30-0807,7.16116,5.68597,6.09513,1.0,15.11121,55.07787,7.65516,7.726,5.29943,50.79995,5.24591
099-54-9890,7.20639,9.65697,6.43057,1.0,13.41344,79.28619,5.28906,2.76486,8.27805,44.02218,6.2605
099-85-7521,5.81461,8.54055,5.20758,1.0,19.15641,53.82142,6.32001,5.93844,5.67215,36.85848,3.24441
099-95-6210,7.167,7.58995,5.64028,1.0,14.84994,71.77303,3.4376,4.74706,6.33239,67.79487,5.50881
100-15-7005,5.54851,6.1739,5.21376,1.0,21.98906,41.35533,6.40387,8.82237,6.53993,65.05341,7.01963
100-62-7197,6.8946,6.11839,5.18024,1.0,17.62507,54.80301,5.12514,5.54988,3.92459,54.11335,3.73639
100-63-9003,7.17592,6.07457,5.76375,1.0,14.48848,38.72732,6.01285,8.42613,6.44177,56.76369,2.98881
101-58-6394,4.7255,5.4268,7.07213,0.0,16.17047,41.7685,6.21259,4.34418,7.19142,55.21389,3.80173
101-87-6035,4.22986,5.3395,4.8631,1.0,15.51481,25.92081,9.43871,7.14747,7.21239,47.174,5.959
102-02-6900,6.14679,7.06956,5.36874,1.0,11.87807,16.73004,4.70867,3.6994,6.13725,62.69278,4.17903
102-35-8625,3.88248,5.09118,5.15149,0.0,19.89567,61.30058,6.40226,6.10566,6.81032,26.21984,2.63862
102-67-6240,6.05442,4.25612,5.93959,0.0,11.94893,53.61278,7.7282,7.43316,4.0,66.03795,5.28629
102-68-9952,5.9575,5.25243,4.74,1.0,11.6671,25.93426,6.70596,6.53121,6.17749,21.51977,3.12198
102-71-6091,7.32654,7.28568,6.55164,1.0,15.15257,63.82794,6.07247,7.79595,4.82,37.40693,3.12546
103-37-9466,4.89785,5.28465,7.22627,1.0,13.37594,39.6624,5.01141,5.75086,4.30902,56.89037,3.31702
103-51-9767,5.63446,9.67716,4.54104,1.0,19.78157,52.83536,5.97034,6.82242,6.52211,71.92027,3.05888
103-58-9337,6.43737,4.57597,5.95983,0.0,12.12588,45.94724,8.7541,7.61964,5.84939,42.03299,3.42246
103-70-0378,6.26006,8.61246,5.96932,1.0,17.7091,44.82723,5.8088,3.8844,7.11691,26.77283,6.0839
104-25-1716,5.67325,8.47476,5.1053,1.0,15.07718,62.01976,5.89952,7.22716,6.2524,66.21489,3.79487
104-55-3466,5.72884,8.51648,6.37421,0.0,9.34193,37.10579,8.85663,7.55134,4.57136,49.01215,4.25318
104-64-6708,5.58476,10.15482,7.87752,1.0,16.72292,39.26666,3.97655,1.68227,8.4286,48.32823,6.67556
104-68-3780,6.74992,7.20155,5.86886,1.0,11.11957,46.04975,6.18313,7.41873,5.30978,64.59598,4.12279
105-67-8024,7.06015,4.10526,5.20439,0.0,21.63472,53.06621,6.48121,5.50718,7.46624,51.46773,2.39145
105-68-6598,8.49509,5.36345,5.89298,1.0,13.86569,22.48607,7.50059,7.83156,5.60491,35.69996,4.91437
105-96-8761,5.88104,7.20144,4.64245,1.0,7.83445,76.42581,4.30147,5.30302,5.78594,26.24276,4.33555
106-46-6553,5.51455,5.83734,6.03254,1.0,17.00577,59.68658,4.12263,4.07355,4.82703,65.68287,3.14279
106-61-4961,6.80599,6.54467,6.44138,1.0,14.69955,51.25512,4.90626,9.178,5.53472,35.44928,4.41363
107-31-6536,5.23232,4.05575,6.01519,1.0,8.38267,51.73563,5.75726,4.76644,4.24801,35.9523,2.6166
107-33-6552,6.33206,8.47704,7.01353,1.0,14.0115,38.04783,5.88706,4.07742,6.07799,26.54154,5.40889
107-84-3033,5.70073,4.0554,5.18435,0.0,16.00149,28.09607,7.69899,7.68128,6.86377,37.25665,6.42914
107-92-7240,5.85484,8.58337,7.29037,1.0,24.9595,79.04344,8.27319,5.64542,6.41173,26.82164,6.20039
107-96-8863,5.64794,7.66099,7.75847,0.0,13.46857,53.71279,7.92806,4.27429,5.0294,33.2026,4.94828
108-18-8181,7.78272,7.88744,6.53586,1.0,23.40714,54.37499,5.06037,4.57202,5.69042,52.22349,5.34158
108-19-9921,5.91079,6.93748,6.0999,1.0,16.20136,67.00267,5.03635,6.26091,5.48796,59.53806,4.6723
108-35-8760,5.14761,4.48565,7.0734,0.0,26.13491,55.44273,7.87148,8.31561,4.22969,60.04231,7.20644
108-57-9254,6.74473,7.8765,6.33442,1.0,16.88957,45.96706,4.96938,5.19899,6.7708,44.11002,6.02542
109-56-4692,4.30102,5.76352,5.06164,0.0,14.36581,50.91967,7.06875,8.06013,3.91658,75.44274,5.92315
109-66-8224,5.64196,6.20071,5.56546,1.0,15.70153,48.52493,6.42522,5.11845,5.64355,46.85824,3.91373
109-74-4280,5.87094,2.1928,6.09208,0.0,11.52425,50.944,9.13478,6.5132,3.96123,49.67229,3.3604
110-17-2242,5.24247,8.38199,6.45195,0.0,14.25144,37.21461,5.38828,6.71402,4.59738,69.32465,4.06212
110-83-0008,6.48006,5.02377,5.38508,1.0,10.80451,75.90451,3.39792,4.62338,4.43756,24.52053,3.29181
111-50-8944,5.87216,5.72863,4.74225,1.0,17.01029,48.77975,6.30852,4.29948,7.85734,47.43135,4.18211
111-69-0968,6.8534,9.98068,5.7834,1.0,16.80092,39.73037,5.31934,2.02954,7.00365,31.68477,6.65714
111-90-7614,6.3566,7.00699,7.30253,1.0,7.27768,40.56171,6.388999136972868,6.3171,8.20132,42.90933,5.60839
112-17-0737,5.41285,2.38815,5.68162,1.0,11.0753,65.6625,6.26814,7.42635,5.28579,35.6463,0.74066
112-38-5245,6.96089,7.12689,5.80165,1.0,11.47763,59.98263,3.8961,4.77745,6.76841,36.48863,4.30216
112-42-0429,5.48381,6.99841,7.55097,1.0,15.38366,7.84564,4.66601,4.58983,5.30323,58.8257,4.83818
112-85-4756,8.07757,9.56456,6.08954,1.0,16.40195,35.41527,4.96636,3.45469,5.785,25.66455,6.68371
112-97-8695,6.21642,8.23496,5.11143,1.0,17.04523,41.45566,3.95155,3.79422,5.33864,29.23569,6.36338
112-98-2255,6.62975,5.46471,4.62357,1.0,18.1456,41.89438,9.13133,7.49301,5.96399,66.3154,4.56062
113-70-9240,7.13801,9.52129,6.01008,1.0,19.28675,32.61757,4.04331,2.18192,6.44896,77.13974,5.81269
113-71-8204,7.66324,6.8023,6.31914,1.0,15.58181,20.26817,6.40559,8.25324,6.19615,36.94343,4.75143
114-34-6708,3.58524,3.70018,5.38066,1.0,14.32629,78.83747,8.43905,8.83215,5.6549,47.86949,5.58332
114-51-8024,4.93182,7.74546,6.88365,1.0,7.53039,19.26869,7.31823,6.64983,4.84119,32.0766,4.87565
114-54-7741,3.86194,1.90531,4.66993,0.0,10.04672,45.74251,9.75886,7.1268,6.66464,61.53395,4.39629
114-89-1645,6.32306,9.4756,5.96051,1.0,30.68454,55.46454,3.65288,4.53571,4.01911,38.01283,7.87391
115-22-3855,4.92718,8.74471,4.80892,1.0,14.07834,53.3909,6.05684,7.3248,4.83208,46.20743,3.67756
115-22-7635,6.38284,6.39651,4.27,0.0,16.79794,41.20957,3.96994,5.81965,4.85318,67.20122,4.66216
115-36-4691,7.14327,7.25893,6.61652,1.0,13.34005,53.45134,7.43068,7.06642,5.05062,36.0853,4.751365567178817
115-47-4239,5.25229,7.06513,5.24109,0.0,6.62175,59.62551,9.85705,4.00653,6.11154,48.36021,5.73243
115-50-9645,5.87739,8.49909,4.78958,1.0,7.20492,35.07258,5.32081,3.37916,4.01301,52.37193,5.12487
115-55-7919,6.80828,8.23,7.1499,1.0,14.71496,25.90638,6.75058,7.28482,6.64334,44.96646,3.8243
116-02-7486,6.34945,6.71854,6.35962,1.0,11.48362,48.61957,5.98121,6.68578,6.97692,48.11045,5.3309
116-40-3298,7.32479,7.4372,5.5949,1.0,13.73727,43.34033,5.68588,3.94133,7.44028,61.61607,4.04044
116-50-3320,5.3433,3.34753,7.74892,0.0,14.08997,52.0061,7.61301,6.92257,5.38393,52.7245,5.4852
116-76-9768,7.14179,6.92319,7.18174,1.0,13.31331,47.71374,7.6721,7.12529,3.70974,44.10927,3.68974
117-84-3374,5.62298,6.05122,5.47157,1.0,12.36264,57.82425,5.35839,5.05184,4.63011,29.79694,4.03317
118-42-3526,5.73473,6.24732,5.78115,0.0,18.7086,34.67955,6.32613,7.57581,6.45669,59.19271,5.11743
118-68-0026,3.5135,7.05814,5.92205,1.0,9.5727,46.80163,8.15499,6.51354,5.94017,44.81613,5.18539
118-94-8300,5.53336,6.35311,6.29813,0.0,13.81815,50.58106,6.93451,5.15638,5.80687,54.59398,3.8046
119-53-5604,4.28747,6.67822,6.95947,0.0,14.21718,45.57222,4.84711,6.19101,4.86243,35.84049,3.09215
119-77-2460,5.84327,7.23788,6.57302,1.0,8.57862,66.36041,7.77222,6.41457,6.12489,49.82717,5.68644
120-42-7628,4.43123,6.52143,5.15022,1.0,6.7128,37.2866,5.82757,5.01298,5.01279,26.62728,4.38374
120-63-7274,5.91332,5.69321,5.45339,1.0,14.05512,45.78487,6.56046,9.26858,5.5188,38.87251,5.75212
120-68-7290,6.96771,7.493,5.62985,0.0,15.36496,19.33534,5.71987,5.3001,6.31391,38.88678,4.751365567178817
121-10-0068,6.11661,3.53996,5.23364,0.0,19.02405,75.4381,8.98825,7.68937,5.93912,71.1176,4.92782
121-46-8783,7.01992,8.03454,5.69881,1.0,11.16481,30.89587,6.506,7.54719,7.56665,61.63786,3.99073
121-68-3592,5.79177,10.60739,6.71236,1.0,27.49376,25.17108,3.8759,3.34874,6.74511,43.7965,7.64395
121-79-3439,6.11021,7.40661,6.86051,1.0,13.60301,39.68326,7.58256,3.59725,5.04203,55.08259,4.18023
122-07-3461,7.26138,5.50981,5.42312,1.0,9.4462,36.3838,5.00058,5.15877,5.84436,44.16243,3.06463
122-71-3119,5.37971,8.42224,5.23072,1.0,20.68801,51.20134,4.84319,4.18709,3.96326,49.74074,5.66316
122-75-7478,6.07602,8.0782,3.05786,1.0,17.81443,31.8466,5.05363,4.20855,7.9049,57.52774,5.42519
122-89-9380,5.76548,6.64563,4.79461,1.0,20.12293,37.59277,4.28566,5.72836,6.34528,50.74082,4.394
123-47-6440,5.39346,5.9422,5.23107,0.0,11.89294,74.07079,8.27719,5.38633,5.0853,65.65473,5.22815
123-56-5780,5.50661,7.50876,5.54278,1.0,13.24321,35.22731,4.41164,4.93928,5.78976,42.97433,5.83866
123-75-1319,3.75097,6.73608,5.97181,1.0,16.42009,35.06868,5.34977,7.11126,5.58239,26.96555,4.77025
123-83-9055,5.01726,7.81512,5.99571,1.0,11.6037,48.15722,5.92543,7.34126,6.50092,32.62147,3.9516
123-90-0906,4.82112,6.66579,7.24159,1.0,12.09684,37.53967,7.30437,7.83547,6.47245,55.12198,4.5759
124-04-7482,5.42461,8.04954,5.60577,1.0,13.2358,54.92503,6.18572,6.8909,4.98024,36.45134,4.44222
124-69-6318,7.2102,7.02987,5.61722,1.0,11.19016,63.41244,7.80265,6.01334,6.33112,58.14492,4.37331
125-40-6278,7.07105,3.65693,5.94367,0.0,15.39382,52.19529,7.26914,6.59498,7.35896,35.32246,4.67802
125-48-9935,7.71159,8.35517,6.03912,1.0,9.87001,64.29177,4.93114,4.24626,5.13517,49.15545,5.4443
126-18-1775,5.77009,6.31336,5.24006,0.0,23.51193,78.97825,6.89165,8.58416,4.7468,34.26048,6.90042
126-25-2711,5.21921,6.63725,6.26927,1.0,17.89402,66.86852,5.82467,5.90755,7.62697,40.75199,4.93279
127-08-1733,8.00776,10.93329,4.75006,1.0,22.54329,39.79595,4.51555,1.63119,7.90007,26.76634,6.4887
127-11-4303,8.18884,6.2299,6.00193,0.0,18.12731,44.34929,6.18356,6.76873,6.38378,29.44122,3.00874
127-17-7160,6.28909,6.78518,6.68456,1.0,14.65275,39.80569,4.28038,4.42405,7.22553,57.0894,4.01391
127-24-9214,7.40286,6.86146,5.3261,1.0,12.88354,31.57479,7.14533,7.17125,6.23339,42.33277,4.9531
128-10-0106,3.93345,7.87377,6.53547,1.0,15.92545,36.69996,3.24923,5.60096,5.17526,39.25598,6.12245
128-15-5838,4.85585,7.54011,5.94673,0.0,22.02142,58.15094,8.54245,4.71946,5.36666,47.45875,4.94479
128-16-9378,4.91681,7.18165,4.99445,0.0,20.30292,29.8126,6.40473,5.13732,5.00436,63.41916,4.61159
128-18-9122,5.72367,7.76659,4.89991,0.0,10.43386,29.01806,6.37682,7.32947,5.24848,54.63992,3.40415
128-23-2422,6.58837,6.71736,6.27971,1.0,14.44875,48.67766,5.39961,8.35085,5.1592,43.31414,5.50736
128-23-5667,5.73589,2.32525,5.31693,0.0,20.47992,62.67257,7.87623,6.28864,4.11385,46.64644,4.80393
128-42-6746,5.44849,6.05842,7.0728,1.0,18.82637,69.81079,5.35617,4.61188,5.82977,61.61122,3.26693
128-78-8696,4.50727,8.63155,6.31552,0.0,17.59432,71.77104,5.33017,7.70357,6.82082,44.58014,5.13782
129-11-4698,6.3641,4.2644,5.59135,0.0,24.85425,60.01366,7.04807,7.05433,5.98999,50.66804,5.50095
129-57-7905,6.14195,8.82293,7.38768,1.0,17.10259,57.04931,5.18661,7.34116,5.6194,41.89087,4.40297
129-66-0563,4.52028,6.41463,5.11726,1.0,11.94292,44.48949,6.32672,4.86646,5.58414,45.11907,4.42528
129-92-3582,6.48583,2.7926,5.06906,0.0,26.73167,47.28471,9.09428,8.17275,6.23146,40.74902,7.27091
130-46-1827,5.3608,6.1191,5.67621,1.0,12.38421,46.10018,4.57059,6.12569,4.24183,28.46328,4.38256
130-71-6793,7.3113,8.15662,6.48671,1.0,10.50818,41.33582,5.11275,3.39696,4.23919,69.35239,4.97465
130-72-0008,6.47756,8.11273,3.83813,1.0,17.63498,54.5955,4.20696,4.50558,6.50448,58.20656,5.31142
131-09-8267,4.52803,7.2317,6.20562,0.0,16.98303,19.33534,7.15071,5.48014,5.78589,21.16318,4.72198
131-23-5710,7.82956,6.95004,7.6238,1.0,20.26194,47.83945,6.11366,8.24285,7.15514,56.01643,5.56354
131-57-3676,4.74984,7.32609,7.50749,1.0,12.13407,50.68351,4.94637,5.61643,6.15947,42.36968,5.02888
132-02-3971,6.50638,7.78508,6.1511,1.0,16.8202,65.14849,7.22748,6.84055,6.37232,51.22917,3.62688
132-09-6153,5.69322,6.29625,7.57309,1.0,12.37797,56.84416,3.10321,5.11685,4.46676,38.18515,3.791
132-65-3216,7.28265,5.71553,6.55975,1.0,15.26472,48.63651,8.10144,7.23192,4.17728,35.38757,4.24587
133-36-0087,6.06612,6.33803,5.87775,1.0,11.9335,41.30118,4.8137,5.15985,6.70659,34.79343,3.74227
133-99-3765,5.16745,6.43723,6.60224,1.0,8.5794,49.14154,3.63049,5.93493,6.49543,30.68407,4.51195
134-12-3448,6.7485,7.33395,6.47329,0.0,7.4598,43.74669,7.38679,5.50453,6.29491,39.96952,3.44278
134-71-3934,7.75257,5.12015,5.18205,1.0,20.3941,31.78074,5.90423,5.87323,4.31893,60.74416,3.48048
134-97-6106,6.96746,6.77776,5.99288,1.0,12.28543,58.40612,8.33617,6.8583,6.81891,56.19923,4.16983
135-30-2498,5.31192,6.98566,4.05386,1.0,16.14072,48.84831,6.03185,8.38879,6.26991,61.85379,5.32601
135-53-6047,5.24883,7.23214,5.11904,1.0,16.4151,45.81882,5.77123,8.16848,4.82978,48.15384,4.84809
135-61-2704,4.11586,7.54633,5.79981,1.0,7.74438,60.22523,6.47905,7.84245,6.02609,53.39883,3.24952
136-30-7671,5.25215,5.12908,4.6794,0.0,15.59184,70.75945,7.6423,8.34252,6.48134,49.06662,6.60754
136-87-8728,5.89599,7.53217,6.60931,1.0,18.83907,47.99221,4.35144,6.06888,5.71466,38.30354,5.10008
137-65-1650,7.40813,6.27215,4.63115,1.0,15.2179,51.49215,7.32836,3.96143,7.76504,59.52104,4.63027
137-82-7635,6.2692,5.84649,5.27879,1.0,8.35951,23.12024,7.33555,8.32493,4.63984,59.59604,5.85962
137-89-7296,5.27358,10.38409,5.72314,1.0,16.57131,51.90188,5.83498,5.74246,6.40916,29.26969,3.56679
138-12-8369,5.41181,8.61207,7.04641,1.0,11.2437,42.53539,4.66522,4.53477,5.38835,66.00529,6.05804
139-07-2597,5.91526,8.06068,6.75467,1.0,8.5829,38.22756,4.80267,4.55621,4.87591,48.19348,4.751365567178817
139-08-4156,6.3317,6.62083,6.86634,1.0,17.32166,53.01536,4.71423,5.95193,5.53562,44.11841,4.232
139-22-5505,6.66468,7.88955,4.56305,1.0,13.03509,48.86351,3.65612,3.87656,6.41872,54.48617,5.46995
139-39-6862,8.0177,5.06365,6.92357,0.0,12.93342,71.73134,6.88261,6.76219,5.4826,49.64134,3.6701
139-73-4809,7.44788,6.08376,6.03199,0.0,15.45516,55.28841,5.65683,6.2794,5.18767,49.96439,2.93537
139-98-1720,7.17604,5.9756,5.96394,0.0,11.85534,52.72387,8.05519,3.65317,6.90929,38.41879,4.34149
140-16-1723,8.02556,7.70616,3.97006,1.0,14.11445,49.94588,6.82813,6.89285,5.81809,58.70484,3.77868
140-55-0445,6.21296,7.18864,6.41364,0.0,14.76444,49.5436,6.46083,8.41176,3.65533,38.77634,5.72151
140-72-3307,5.98524,8.69821,5.78694,0.0,10.52769,68.51406,7.20132,6.15433,4.25834,65.27713,4.44481
140-86-4749,6.61174,8.41364,4.85577,0.0,14.08146,31.87468,7.99435,5.34681,5.05913,24.78765,6.00762
141-53-8581,5.18408,7.73457,5.65652,0.0,17.10427,35.61399,7.30618,6.38145,5.30461,50.89047,4.82001
141-97-2614,3.01262,6.56993,6.76031,1.0,10.38038,47.37417,5.53246,4.79736,5.83858,44.51199,4.2156
142-19-4122,8.26445,7.37812,5.62982,1.0,17.73287,37.78143,3.90996,5.55998,5.56007,51.13681,4.8978
142-47-9440,6.75894,8.77495,6.4901,1.0,14.04611,62.84282,3.63846,2.67777,6.4577,59.11673,6.01668
142-53-7064,6.63922,6.32001,5.03315,0.0,18.70289,46.62061,9.02354,4.88182,5.74764,49.63508,5.70906
