	leukocyty	ssn	name	smoker	hemoglobin	trombocyty	indicator	alt	relationship	weight	ast	alp	hematokrit	hbver	etytr	er-cv	erytrocyty
158	6.16602	006-09-1145	Victoria Davis	yes	7.02278	5.16973	1.00000	13.91923	separated	41.36792	49.17550	77.37676	6.72639	7.72374	7.40616	49.77650	4.70839
159	5.08701	235-54-5672	Joseph Hudson	Y	5.28985	7.17298	1.00000	18.29610	separated	118.11048	16.47751	68.42664	4.53986	5.61386	5.16458	41.90156	3.53667
160	5.42335	417-87-1268	Monica Ray	yes	5.52394	6.34732	0.00000	12.32341	married	90.47857	47.29773	83.03009	7.73055	7.64521	4.39366	25.38427	3.89785
161	5.89502	668-87-3412	Patrick Wilson	Y	6.94947	5.86281	0.00000	13.68527	nop	72.57041	59.83669	79.18567	4.78771	5.93444	4.04254	23.62222	2.18381
162	3.23038	312-52-8523	Andrea Rosales	yes	7.00385	7.73800	1.00000	10.63954	nop	42.80388	50.98225	76.07266	8.05884	6.53105	4.32969	44.68489	3.85303
163	4.97305	549-97-3552	Margaret Mathews	yes	7.19232	7.66555	1.00000	14.00550	married	80.30623	32.25645	72.60415	5.06289	2.75569	5.87059	29.71876	3.95563
164	7.14288	819-94-3255	Whitney Bowers	no	8.07645	5.30048	0.00000	10.21455	divoced	42.37038	44.09515	36.55456	6.68096	4.80698	6.28730	56.04897	5.15912
165	4.48423	160-78-1505	April Fowler	no	6.97297	7.82083	0.00000	13.34287	married	-0.17435	33.46679	78.88231	6.00285	4.99632	4.97653	54.62285	4.00752
166	6.69327	242-53-1366	Tanya Carroll	no	7.02504	6.60354	1.00000	13.57832	divoced	49.76919	53.71702	80.19867	4.75366	4.45410	6.50883	55.89247	4.35796
167	6.24083	841-33-7852	Vanessa Macdonald	no	7.50881	5.56169	1.00000	20.61211	married	83.35890	39.73736	56.64507	4.41108	5.80305	6.06630	63.21703	5.28963
168	6.07836	539-24-5510	Amanda Peterson	no	5.57481	6.02446	1.00000	17.44999	married	50.58736	51.05830	73.83166	7.91533	7.33870	4.41782	43.77592	6.52463
169	4.68168	849-33-7880	Isabel Schneider	no	6.45623	6.80041	1.00000	17.67120	divoced	118.16374	77.94493	87.14231	7.77479	6.95209	8.25129	46.92791	6.09672
170	5.72884	104-55-3466	Nicholas Cox	no	8.51648	6.37421	0.00000	9.34193	single	16.44203	37.10579	23.78743	8.85663	7.55134	4.57136	49.01215	4.25318
171	7.51733	505-61-0784	Lauren Lucas MD	yes	8.48338	6.31391	1.00000	16.15718	divoced	45.10905	47.38771	29.75423	7.69742	6.63426	5.30341	46.11627	5.46446
172	6.33867	190-34-5760	Jeffrey Walker	no	9.01470	6.32428	1.00000	20.72114	single	111.94867	45.11406	16.66703	6.89506	6.38387	7.11536	63.03252	4.09315
173	5.83481	451-84-2614	Richard Anderson	Y	5.31296	5.73757	0.00000	20.34418	single	57.34561	40.63570	71.78650	7.46597	8.29347	7.51710	30.89432	6.57653
174	6.40212	659-36-6244	Tony Green	Y	6.04048	4.56471	1.00000	14.65194	single	85.12105	45.44036	88.02537	6.22678	6.02342	6.54562	50.55147	3.67952
175	7.21020	124-69-6318	Justin Johnson	N	7.02987	5.61722	1.00000	11.19016	widowed	90.77203	63.41244	78.81469	7.80265	6.01334	6.33112	58.14492	4.37331
176	5.93415	043-09-4180	Andrew Castaneda	Y	6.38906	7.16009	1.00000	15.01560	married	104.06492	68.61409	79.80955	4.20336	4.89403	4.20652	34.10399	3.67997
177	7.00301	236-17-3736	Raymond Mcconnell	no	7.83194	7.28094	0.00000	21.70156	nop	71.25644	44.10280	52.17264	6.67057	4.36953	4.74655	43.25037	5.23565
178	7.93612	391-99-0317	Donald Kennedy	N	6.81145	6.40983	0.00000	12.35726	widowed	134.02870	33.00695	82.92190	7.73032	6.31269	7.69443	38.35312	4.18317
179	6.52791	741-79-2478	Gabrielle Gomez	no	8.78817	6.96566	1.00000	12.92563	divoced	134.92134	41.90991	16.14048	4.64757	4.50627	5.76303	67.40268	6.27974
180	6.91508	216-59-1977	William Brown	no	8.30438	6.39889	0.00000	10.93946	divoced	97.62491	50.21985	34.50287	5.85070	4.43966	5.48649	63.50130	4.26840
181	4.77043	211-41-8121	Anna Torres	no	7.10135	5.91238	1.00000	12.77256	married	52.93575	36.76123	76.03270	7.45880	7.14230	4.88984	48.34135	5.42249
182	5.47239	894-67-5925	James Porter	yes	7.25307	5.63553	0.00000	13.45444	separated	68.77828	43.33980	66.72037	8.88615	6.18453	5.93866	42.97123	4.22936
183	8.05202	668-47-2422	Kathryn Gonzalez	no	8.43223	5.71889	1.00000	11.33147	single	82.85693	52.54968	31.34079	5.06371	2.90685	5.79754	34.16840	5.82307
184	6.19388	551-97-9624	Jennifer Rowland	yes	8.43061	7.22714	0.00000	20.02976	married	62.20589	49.10798	28.27731	7.17954	3.27632	6.81905	27.96503	5.65957
185	4.96165	222-89-8312	Paul Neal	no	7.54324	5.33820	1.00000	16.63577	widowed	72.87023	40.65233	60.24388	6.10789	7.80103	5.04016	41.58788	4.20669
186	5.80248	665-90-7117	Manuel Lopez	no	6.14496	3.54314	0.00000	9.74446	divoced	95.70007	56.54195	89.23093	5.39989	4.88861	7.49035	54.55994	3.94905
187	5.64504	234-51-2248	Eric Adkins	no	8.43637	7.29219	1.00000	7.58903	widowed	110.95351	54.07832	29.97866	5.99743	7.53961	6.13131	48.25750	3.48827
188	7.15668	820-23-7751	Anthony Walker	no	9.56021	5.05718	1.00000	14.33254	single	68.56666	67.64356	9.80422	5.07981	2.63668	5.35694	67.30290	6.48570
189	5.18617	339-91-5689	Monica Jensen	Y	7.20934	5.42325	1.00000	19.64549	widowed	133.69666	48.99542	67.64709	5.12810	3.99264	5.67951	48.52054	4.31076
190	4.79236	880-05-4840	Patricia Wilkins	Y	9.44770	6.35654	0.00000	18.67843	single	29.11570	71.00343	2.91674	5.19639	6.01078	4.81770	41.09373	4.59463
191	4.37420	025-31-3473	Gabriel Golden	no	5.70022	4.29642	1.00000	7.82090	married	48.27003	63.52691	83.71872	4.34385	6.88312	6.37259	53.54352	4.38833
192	6.64200	803-57-6889	John Robinson	no	6.30176	5.45358	1.00000	15.12980	divoced	81.46675	61.70036	94.21702	6.13564	4.99746	5.00011	44.51739	3.78259
193	6.18650	381-41-2540	Kimberly Prince	Y	4.78719	4.26533	1.00000	13.18911	single	13.53455	44.06751	45.87481	10.73080	5.98642	4.91085	45.69210	3.23971
194	6.21180	643-53-2066	Amy Carter	N	10.30884	5.91659	1.00000	27.15383	divoced	66.49138	45.70461	18.31031	3.37680	3.14774	5.56881	72.00852	7.59164
195	6.83951	241-42-4683	Brian Martin	yes	4.50815	5.55192	0.00000	15.92823	married	119.52306	44.22430	35.06020	6.78460	6.81077	4.17803	68.52857	4.90055
196	6.74845	711-57-5916	William Lee	yes	6.60655	4.68973	0.00000	17.33395	single	101.30183	55.18430	86.69271	8.60751	4.40591	5.48050	37.55538	6.08199
197	6.33206	107-33-6552	Jerry Jimenez	no	8.47704	7.01353	1.00000	14.01150	widowed	40.06225	38.04783	29.31161	5.88706	4.07742	6.07799	26.54154	5.40889
198	5.53336	118-94-8300	Joseph Johnson	no	6.35311	6.29813	0.00000	13.81815	widowed	92.68554	50.58106	87.47722	6.93451	5.15638	5.80687	54.59398	3.80460
199	6.65611	027-91-9076	Samantha Fitzgerald	yes	7.17959	4.73918	1.00000	13.18842	married	116.90974	48.92661	73.18501	6.78738	3.98554	6.37174	54.53931	3.92041
200	5.13842	440-19-6331	Eric Cook	no		5.87874	0.00000	21.11088	divoced	74.14226	53.53297	45.95707	5.41681	5.79467	4.89334	52.75750	5.35330
201	6.94712	819-74-3960	Patrick Estes	yes	6.53432	5.95694	1.00000	16.19568	single	44.11547	37.79441	88.19846	6.19295	8.06629	7.14808	43.72020	3.90533
202	6.08867	380-35-7497	Michael Benson	no	6.65755	6.27778	1.00000	12.38898	divoced	126.00443	45.37523	84.10732	6.76461	7.49898	5.81836	57.65602	4.56257
203	4.73821	642-75-6245	Nina Byrd	yes	4.94407	7.05736	0.00000	17.23425	divoced	84.49175	38.47865	57.18312	6.14569	5.41179	6.76347	57.03374	1.35655
204	5.05460	405-89-6587	Michele Mcintosh	no	5.28572	5.32168	1.00000	12.32391	widowed	74.84201	43.94295	67.52221	8.48550	7.89774	6.51410	37.76517	4.67044
205	5.31522	223-69-7468	Emily Stewart MD	no	10.24118	5.38442	1.00000	15.50942	married	43.36633	28.67239	25.17591	4.55564	3.09315	5.88491	55.08727	6.99347
206	6.38055	665-40-2953	Sean Cannon	yes	7.14501	5.38025	1.00000	19.80678	single	105.38716	50.58439	71.78600	6.10799	5.70402	4.20754	49.44640	4.87296
207	5.28730	672-63-3277	Kayla Strong	yes	5.58121	6.32616	0.00000	20.25869	married	61.13714	38.51374	78.79548	9.88760	5.27117	6.92471	62.67434	5.18716
208	6.22296	417-38-8969	Jerry Avila	Y	5.81530	6.74616	0.00000	15.56784	widowed	64.19228	52.92013	78.80327	7.60651	3.20297	5.96824	49.11796	5.40011
209	6.17692	318-61-1516	Kathleen Gardner	yes	4.24593	4.75508	1.00000	7.38372	single	89.79402	34.50564	34.19628	4.11674	7.29171	6.79761	51.29728	2.88530
210	7.10453	197-94-6282	Denise Zhang	no	7.35299		0.00000	21.31226	married	97.16459	68.18138	59.93900	8.23322	4.17737	4.56312	74.38446	5.42166
211	5.17869	562-15-9317	Nicole Dickson	no	2.84387	5.58774	0.00000	23.88606	divoced	87.88540	42.94880	18.65109	8.24198	7.63525	7.07726	49.19046	7.24672
212	6.20834	756-96-9839	Patrick Howard	no	2.61058	7.21148	0.00000	8.91174	separated	105.81781	38.69113	15.00182	9.68779	7.68943	6.12909	60.41714	4.98838
213	4.97604	717-44-2552	Gail Wyatt	yes	9.28438	4.04047	1.00000	19.68735	nop	72.51292	47.68616	16.21049	2.71204	3.07414	6.41233	53.62967	6.42926
214	7.79051	657-47-8899	Brent Collins	no	5.22888	6.33643	1.00000	20.78460	nop	55.52584	51.95402	70.88347	4.27402	5.55213	6.95816	55.23450	3.30797
215	4.17493	683-04-5508	Debra Garcia	yes	8.31907	4.97010	1.00000	18.03054	single	71.69466	65.74968	35.75951	6.76529	6.34289	5.37260	61.30782	5.56220
216	6.51642	693-50-8382	Diane Smith	N	5.48254	4.84638	1.00000	10.88879	married	44.15314	48.15700	79.99702	7.37383	8.03474	7.72313	43.48504	5.19750
217	5.02019	788-04-9611	Kenneth Berger	yes	7.36251	6.06075	1.00000	7.92314	widowed	1.06337	51.67621	64.17361	7.54591	6.78175	6.69933	69.21847	5.01566
218	8.29107	463-41-6610	Susan Garcia MD	no	7.64972	6.05322	1.00000	10.89098	divoced	74.08109	44.44691	56.47313	6.73572	6.33058	5.50674	35.27259	3.96499
219	5.57261	158-66-0548	Paul Huber	yes	7.98106	6.55757	1.00000	11.05180	nop	108.24153	38.39571	31.28534	6.95634	5.08541	6.75697	21.03735	5.34264
220	5.91547	585-08-5759	Danielle Thompson	no	5.90987	6.55883	0.00000	14.62143	widowed	33.07941	72.03219	84.71579	5.67897	6.75276	4.98174	43.76842	4.48215
221	4.39610	730-19-8127	Lauren Nichols	N	4.96906	5.68014	0.00000	20.35001	divoced	58.82634	71.20748	62.24779	7.53526	6.98537	6.68444	57.33585	3.17994
222	3.37313	081-31-6677	Kelly Grimes	yes	9.81006	4.89962	0.00000	18.06399	married	113.72773	40.39933	17.24296	7.22766	5.84418	5.04963	14.92096	5.19087
223	6.16705	399-40-9294	Mary Johnson	no	4.90921	6.02514	0.00000	9.83412	divoced	107.85042	45.99355	55.25938	6.93707	6.64486	6.17469	39.94334	3.47752
224	6.30497	336-60-7414	Amber Perez	Y	8.47089	7.11906	1.00000	12.63413	married	17.86727	44.35553	28.02228	5.95099	6.86176	4.16889	36.31675	3.47775
225	5.90758	871-73-3879	John Ball	no	3.45741	5.77028	0.00000	14.60701	widowed	106.68678	25.64847	14.72889	7.78516	6.99841	5.40343	51.67131	5.19568
226	5.32400	442-51-3263	Mary Miller	yes	7.67273	5.11445	0.00000	18.77037	married	84.83122	52.86989	53.81407	5.94481	5.50647	4.21076	34.24324	4.50177
227	6.32713	404-21-6433	Nichole Lopez	no	8.25210	6.65611	1.00000	18.92376	widowed	28.13514	46.41152	36.41092	3.72731	5.06556	6.32408	56.44808	5.83856
228	6.52275	455-36-1595	William Lynn	yes	6.19861	5.51618	1.00000	18.47753	single	104.85555	55.09426	89.93745	5.83086	4.77214	6.72935	34.41747	3.57532
229	6.80828	115-55-7919	Joshua Michael	no	8.23000	7.14990	1.00000	14.71496	nop	51.92277	25.90638	43.17178	6.75058	7.28482	6.64334	44.96646	3.82430
230	6.14213	898-09-0146	Meghan Holloway	no	6.75444	6.83371	0.00000	17.59312	divoced	106.92592	57.70993	84.94079	8.89687	4.01900	5.17414	42.99614	4.38327
231	7.01405	747-70-6445	Lindsay Munoz	no	5.20598	5.96832	1.00000	20.76440	married	51.24734	57.42485	68.45521	9.47173	2.34101	5.92159	58.71703	5.65007
232	4.46987	353-72-4273	Anna Sanchez	yes	5.06004	5.57444	0.00000	9.70424	widowed	38.95276	40.91805	65.23953	7.01901	7.10677	6.75980	29.98742	4.43659
233	5.12553	166-05-5385	Joel Harrison	no	8.24421	6.65220	0.00000	14.84523	married	145.45247	45.49962	37.92291	6.22237	3.82527	6.16628	25.01122	4.94131
234	6.44389	800-58-6761	Cynthia Peterson	no	7.33144	7.75627	1.00000	16.01791	married	56.39032	62.21977	64.16939	7.29831	6.40558	4.90257	58.48920	5.48254
235	5.75894	028-23-7746	Christopher Park	no	5.24391	5.76548	0.00000	14.14540	widowed	21.76081	50.57439	68.60212	6.91939	7.82635	5.14733	70.03813	6.35039
236	7.88305	548-90-6041	Martin Davidson	Y	5.95863	7.19622	0.00000	15.82296	divoced	66.16969	57.79730	86.06370	6.51911	7.54938	5.11751	22.65294	5.12711
237	6.97360	250-72-2870	Dana Rogers	no	3.51925	5.06739	0.00000	12.05781	divoced	74.16793	47.99674	16.05500	7.85996	6.05409	4.42296	24.76756	2.35450
238	7.25570	569-88-6688	Monica Olson	no	6.83024	6.05300	1.00000	10.51285	divoced	76.35353	44.09758	85.24245	5.64674	4.74089	7.04871	48.81978	3.85762
239	5.70073	107-84-3033	Ashley Pham	no	4.05540	5.18435	0.00000	16.00149	single	55.10012	28.09607	22.15468	7.69899	7.68128	6.86377	37.25665	6.42914
240	4.73853	613-26-9039	Jamie Hernandez	no	7.40647	6.15172	1.00000	20.17844	married	57.83216	31.07001	68.28422	3.42437	4.40480	6.23221	60.07044	4.70601
241	6.73006	589-78-2377	John Love	N	5.11670	5.46206	0.00000	16.79395	divoced	75.10559	35.99360	58.41706	8.15574	7.23020	4.99463	42.50376	2.63378
242	5.78942	044-48-0070	Allison Santos	yes	6.53425	6.57846	1.00000	19.70388	divoced	81.04256	41.42430	86.98821	8.22091	6.49507	6.44532	34.71849	3.91254
243	5.90302	340-80-6543	Justin Thomas	no	2.17787	5.45830	0.00000	23.94964	divoced	74.36375	34.68631	28.88430	7.33996	6.63753	5.48091	49.90595	7.10995
244	4.48868	479-61-8907	Juan Smith	N	4.88910	6.89918	1.00000	8.79553	single	80.81154	21.35059	54.86163	6.34516	5.58927	5.41151	63.13824	2.40768
245	3.99975	238-62-2442	Melissa Mccall	Y	7.71200	3.53657	1.00000	18.02376	single	102.90565	46.83400	52.34864	4.72688	4.86877	5.44277	56.60891	5.11277
246	4.64219	373-07-7269	Megan Wood	yes	8.42661	5.27001	1.00000	13.86083	divoced	123.98074	32.70766	27.00610	6.38167	7.04698	5.96506	44.33341	4.83296
247	5.31678	834-35-5961	Troy Coleman	no	6.52289	7.21715	0.00000	13.17591	nop	88.91784	35.11430	82.66626	9.37567	4.20584	5.71255	41.86839	5.43112
248	7.75237	584-72-1307	Frances Webster	Y	4.73431	5.26599	0.00000	12.26077	divoced	3.96932	61.18864	49.33041	8.67119	8.59768	7.85016	69.26035	6.17306
249	7.57000	872-79-0396	Michael Martinez	no	6.20799	7.90419	0.00000	12.60628	single	91.15023	35.41381	87.43521	8.49483	5.04146	6.10886	34.31781	3.67179
250	6.89289	767-58-2649	Jason Wilson	Y	5.68168	6.19949	1.00000	10.09623	married	82.12171	50.39282	86.93492	5.60888	5.11024	7.34249	42.34844	3.74068
251	5.90697	643-44-3755	Anna Becker	no	6.55069	7.04246	1.00000	19.61722	nop	56.45471	61.77879	85.42046	8.55230	7.43482	5.83453	57.61448	6.30977
252	4.39335	765-03-9354	Ronnie Rivera	no	6.81878	7.33151	0.00000	21.51587	divoced	42.99160	36.26238	82.53239	8.14187	5.19324	4.73867	37.90909	4.97950
253	4.89615	838-68-6426	Glenn Williams	no	6.27027	5.48563	1.00000	11.86919	widowed	-2.27422	23.34537	89.34455	5.00689	6.40777	7.48975	55.72624	4.20367
254	4.97736	545-48-8397	Thomas Mitchell	yes	6.17816	4.28487	1.00000	12.85936	married	67.00491	65.98927	90.82298	5.01255	6.09844	6.64272	38.52557	4.37268
255	3.20727	531-46-6472	Joseph Lin	yes	5.84034	7.40425	1.00000	14.90721	nop	17.04868	36.58310	79.22829	7.13274	8.32297	3.89268	47.87228	3.53507
256	6.10150	888-97-9940	Amy Freeman	Y	5.72366	5.39290	1.00000	11.35201	single	76.34045	48.45525	79.86884	3.28210	5.82439	5.81797	53.41905	3.37537
257	6.23354	884-70-0520	Elizabeth Hudson	no	8.49335	5.93023	1.00000	18.41388	divoced	104.57456	38.23295	26.85967	4.98234	3.55969	6.48098	41.74007	5.61293
258	6.18513	670-48-2219	Patrick Gay	yes	8.34266	6.24763	1.00000	20.77460	single	59.84953	52.42199	28.79312	3.07491	5.01126	6.45453	54.22935	5.77287
259	4.49951	832-02-4746	Shaun Chen	no	5.08486	5.13221	0.00000	10.51224	nop	135.18449	27.22644	62.10498	5.87709	5.85409	4.87897	42.07939	2.85413
260	5.05506	302-96-3697	Michael Vargas	yes	8.29176	6.52648	1.00000	12.24711	nop	90.90349	43.79131	33.63038	7.75351	6.13778	6.30993	53.18487	5.01249
261	5.02200	194-85-2922	Heather Dunn	no	9.35686	6.79921	1.00000	17.90554	single	56.75526	87.81219	16.02504	4.06202	3.30510	6.46453	32.13909	5.59191
262	5.11748	437-06-8084	John Hughes	N	3.77126	6.57491	0.00000	9.28887	divoced	43.96162	58.76418	18.19126	6.99971	5.52662	5.31361	52.87816	2.09362
263	6.42021	438-78-9101	Patricia Howell	no	7.46372	5.84894	1.00000	19.19226	nop	104.42538	44.28706	68.21447	3.77567	4.95478	8.71075	51.10811	5.43200
264	5.86176	851-98-5450	Edward Brown	no	3.67234	5.33072	1.00000	18.19295	married	103.73504	53.20401	14.39488	8.82529	8.31997	5.94034	53.64530	6.00930
265	7.40813	137-65-1650	Pamela Rowe	yes	6.27215	4.63115	1.00000	15.21790	divoced	82.16512	51.49215	87.92807	7.32836	3.96143	7.76504	59.52104	4.63027
266	5.58476	104-64-6708	John Shields	Y	10.15482	7.87752	1.00000	16.72292	divoced	35.18362	39.26666	21.63000	3.97655	1.68227	8.42860	48.32823	6.67556
267	6.21111	290-47-2261	Heather Hayes	no	6.80051	5.41734	1.00000	8.11358	single	78.23501	52.48749	81.94367	7.82699	6.94823	6.73678	57.03389	4.78534
268	6.62931	492-70-3913	Vicki Cox	no	7.07013	4.55179	1.00000	10.16195	divoced	108.29049	37.95472	74.93574	6.67636	7.75647	6.50488	46.21066	4.37903
269	7.22579	557-16-2687	Jacqueline Martinez	Y	7.60496	4.98192	1.00000	7.08690	divoced	122.74356	48.53321	55.28041	6.10294	7.85817	4.67318	43.91915	4.81687
270	5.50681	268-50-7623	Destiny Evans	no	6.07659	5.44166	1.00000	12.21665	divoced	155.40430	37.45708	82.06565	4.62362	5.76325	5.28612	76.77921	3.57308
271	4.28635	324-50-4918	Emma Meadows	N	9.11050	5.26894	1.00000	15.65553	married	105.17419	26.39854	13.81428	5.30830	6.95682	5.00398	21.49262	5.05211
272	7.68904	843-29-4143	Diamond Jenkins	no	5.47388	4.67843	1.00000	16.88200	married	74.50819	54.57676	76.73791	4.73299	6.82185	5.19762	49.64866	3.92766
273	5.84482	605-99-1363	Gloria Murphy	yes	8.56624	5.93446	1.00000	13.12279	married	-9.83149	54.20653	28.05100	3.28021	4.26523	6.03977	48.86330	6.15019
274	5.70052	634-62-6566	Joshua Camacho	yes	6.38880	7.23682	0.00000	19.10181	married	110.75014	50.21663	83.89335	5.20587	6.51170	6.50713	28.50329	3.88829
275	7.76821	818-12-8891	Kaylee Alvarado	Y	6.15473	5.07545	1.00000	15.20357	separated	83.76638	49.28040	93.09265	8.73666	7.73444	5.98448	55.06622	5.84425
276	5.56782	741-02-3375	Kelly Miller	yes	3.12851	4.24011	0.00000	7.99526	married	101.93944	37.49396	10.09575	8.22115	6.42097	5.47644	56.86361	3.30491
277	6.06861	372-15-3555	Michael Hubbard	yes	6.52914	7.16348	1.00000	15.14908	separated	28.09610	60.46932	92.91144	6.05687	8.01573	5.11742	54.71295	5.04516
278	6.44542	049-85-1606	Maria Rodriguez	no	7.21202	6.21399	1.00000	10.03695	single	23.24146	62.94754	73.76393	6.33679	8.21037	6.94420	46.89805	6.19760
279	4.04844	562-61-4574	Amanda Lopez	no	7.58971	4.88219	1.00000	29.15579	married	53.00446	27.43266	54.43760	6.97258	7.47023	7.21442	72.08116	7.20435
280	5.42239	455-29-6582	Cody Davis	no	7.31177	3.28631	1.00000	13.23080	married	75.43627	69.93164	68.44165	5.86851	8.90556	5.11709	44.28580	4.84219
281	5.86167	681-05-8045	Sheila Cox	no	4.49606	5.14066	0.00000	18.98815	married	65.31555	80.59528	40.39058	7.82242	7.66238	5.94214	51.00450	5.45640
282	8.05305	163-17-6128	Theresa Kennedy	no	6.23893	5.03158	1.00000	8.18115	single	100.12972	46.25791	86.09383	8.14457	5.14372	7.83543	44.39769	3.61477
283	6.76280	741-02-3375	Kelly Miller	Y	8.70201	6.83210	1.00000	17.04150	widowed	94.62356	41.46145	19.48777	6.89407	6.49358	6.86717	53.44175	4.41250
284	6.95927	512-55-2020	Richard Stephens	N	7.58182	5.97044	1.00000	15.82235	divoced	107.41885	33.29933	59.49869	7.59670	5.35330	5.38175	39.25425	5.51279
285	6.75806	883-21-4303	Andrea Hamilton	no	5.46841	5.39997	1.00000	14.67987	nop	72.11698	50.47785	78.07769	3.65126	6.46328	5.04411	42.66275	3.22345
286	6.65916	440-62-7833	Amanda Camacho	Y	4.53423	5.28451	1.00000	15.61309	nop	93.81965	65.63842	39.77091	3.87184	6.74382	7.01864	39.94983	2.85620
287	6.01051	761-67-1990	Tyler Duke	no		5.92458	1.00000	15.55558	nop	68.96303	48.68070	85.06086	8.28454	7.82697	6.61934	50.13777	4.35602
288	6.26230	505-03-2753	Karen Perez	no	7.17062	9.37205	1.00000	8.50267	divoced	46.41626	56.87159	78.47771	4.71251	4.15936	5.01799	19.00057	4.33081
289	6.89055	240-87-4204	Nicholas Hunt	no	9.28666	4.08884	1.00000	22.51201	nop	53.62438	34.87623	13.19429	5.20959	5.01250	5.42296	48.74782	6.89932
290	4.70540	578-19-9824	Donald Williams	yes	7.36302	4.35793	1.00000	22.61630	divoced	26.20861	41.13538	57.11797	6.58939	6.46014	6.84109	39.22837	5.74131
291	6.51461	417-82-3406	John Jordan	Y	2.40040	6.14090	0.00000	13.65406	separated	56.19551	36.73350	19.86817	8.99346	6.99682	5.88637	42.47534	4.72264
292	7.62839	344-87-4332	David Aguirre	no	3.99789	5.04592	0.00000	18.36426	separated	-16.28977	71.28111	24.29529	8.28788	7.68628	5.79453	49.78878	5.40231
293	6.13704	439-50-7201	Stephanie Smith	no	5.80095	5.90229	1.00000	13.79985	widowed	54.58536	57.97221	83.41120	4.74922	4.53343	5.61773	36.82000	4.32069
294	7.47704	642-41-9475	John Martin	no	5.50561	5.53789	1.00000	15.86672	divoced	59.60068	53.50556	74.79249	7.69423	7.77660	7.36844	55.94626	6.40679
295	4.75777	765-46-5663	Nicholas Patel	Y	5.60381	5.06429	1.00000	14.83135	nop	86.90206	38.01055	82.05706	7.88678	7.74521	5.07809	51.19662	5.50485
296	5.51512	447-19-7480	Bonnie Martinez	Y	5.75721	6.15446	1.00000	14.65707	married	91.86596	80.42921	80.46532	8.92055	6.99945	5.78813	38.27967	4.66001
297	6.96739	445-45-8728	Kenneth Conner	no	5.13502	7.09421	0.00000	15.89903	married	105.24825	47.00860	66.79277	9.01220	3.80467	6.17560	65.51145	5.03796
298	7.61644	401-64-7541	Kristina Taylor	no	4.01108	7.44353	0.00000	8.00360	divoced	53.16983	37.72630	25.42453	7.80369	7.19223	6.71980	38.46831	4.86623
299	6.10798	769-85-7693	William Kelley	no	6.43975	5.99211	1.00000	18.80965	married	87.52751	40.32476	85.92420	7.46859	7.51764	8.03289	52.84307	4.18579
300	5.94759	144-31-4368	Hayley Bailey	Y	7.09878	5.65786	0.00000	15.58812	married	13.34112	44.63777	74.23352	8.23345	3.73494	6.30342	65.73933	5.14213
