ssn,smoker,relationship,job,blood_group,race,sex
575-72-4155,1,married,Garment/textile technologist,B-,Asian,0
575-93-9625,0,married,"Teacher, music",B+,White,0
575-98-2656,1,single,Mechanical engineer,A-,White,0
576-36-0277,1,widowed,Advertising copywriter,B+,White,0
576-38-6714,0,divorced,"Administrator, education",A-,Black,1
576-68-8218,0,single,"Conservation officer, nature",B+,White,1
577-07-8163,0,married,"Engineer, manufacturing",B+,Black,1
577-26-1946,1,divorced,"Lecturer, higher education",A-,Asian,1
577-36-2295,1,married,Interpreter,O+,Indian,1
577-75-1250,1,divorced,Politician's assistant,A-,White,1
577-89-1722,0,separated,"Designer, exhibition/display",O+,White,1
578-11-6678,0,divorced,Health promotion specialist,O-,Black,0
578-19-9824,1,divorced,"Horticulturist, amenity",A+,Asian,1
578-40-8303,0,divorced,Printmaker,O+,White,0
578-48-7190,0,married,Retail buyer,A+,White,1
578-97-0089,0,separated,"Accountant, chartered",B+,White,1
579-05-9704,0,married,Hydrogeologist,O+,White,1
579-30-6161,0,widowed,Forest/woodland manager,O+,Hawaiian,1
580-09-0617,0,married,Archaeologist,O+,Black,0
580-37-0433,0,separated,Materials engineer,B+,Asian,0
580-48-4821,1,widowed,"Administrator, arts",B-,White,1
580-56-1132,0,single,Sports administrator,A-,White,0
580-68-7854,0,single,Recruitment consultant,O+,Hawaiian,1
580-92-8216,0,married,"Presenter, broadcasting",AB-,Asian,0
581-48-2554,1,widowed,Public relations officer,AB+,Black,0
581-65-6947,0,nop,Office manager,O+,Asian,0
581-68-5914,0,widowed,Commercial/residential surveyor,AB+,Black,0
582-16-1095,0,nop,Dentist,O+,White,0
582-55-9006,1,married,"Production assistant, radio",B-,White,0
582-84-2594,0,single,Musician,B-,White,1
582-98-4677,0,nop,Chartered public finance accountant,B+,White,1
583-20-3895,0,separated,Psychotherapist,AB+,White,0
584-31-6542,1,married,Garment/textile technologist,O-,White,0
584-70-7897,1,single,Herpetologist,B-,Black,1
584-72-1307,1,divorced,"Scientist, product/process development",AB+,Black,0
584-73-5148,0,married,Scientific laboratory technician,AB+,Black,1
584-92-3113,1,widowed,"Programmer, multimedia",AB-,Black,1
585-08-5759,0,widowed,Adult guidance worker,B-,Black,0
585-13-3523,0,widowed,Editorial assistant,AB+,White,1
585-19-6528,1,single,Market researcher,B+,Black,0
585-86-6964,0,single,Telecommunications researcher,AB+,White,1
586-22-3406,1,married,Film/video editor,O-,Indian,0
587-56-2293,0,married,Theatre stage manager,B+,Indian,1
587-94-2479,0,widowed,Licensed conveyancer,O+,White,1
588-03-1202,0,divorced,Investment analyst,A-,Black,1
588-30-8850,1,married,Pharmacologist,O-,White,1
588-82-8469,0,single,"Programme researcher, broadcasting/film/video",AB-,Black,1
588-89-9334,1,divorced,Television camera operator,B-,Black,0
589-01-9451,1,widowed,Prison officer,B-,Asian,1
589-78-2377,0,divorced,Special effects artist,A+,Asian,1
590-10-7083,0,married,Set designer,B-,Hawaiian,0
590-25-8657,0,single,"Surveyor, insurance",A+,White,0
590-74-3232,1,married,Astronomer,B-,White,1
591-06-6747,0,married,Dramatherapist,O-,Black,0
592-02-1717,0,divorced,Armed forces operational officer,A-,Black,0
592-18-6437,0,married,Building services engineer,O+,Hawaiian,0
592-24-9818,1,married,Retail buyer,O+,White,1
592-37-5697,1,widowed,Sales executive,AB+,White,1
593-48-1450,0,married,"Exhibitions officer, museum/gallery",O-,Asian,0
593-74-6864,0,separated,"Investment banker, operational",O+,Black,0
594-07-7239,0,divorced,Secretary/administrator,O-,Asian,1
594-13-6412,1,nop,Glass blower/designer,O+,Black,0
594-47-6372,1,married,Writer,B+,White,1
594-89-1963,0,widowed,Product/process development scientist,A+,White,0
594-97-6071,1,single,Artist,AB+,White,1
595-14-7365,0,nop,IT technical support officer,O-,White,0
595-17-2821,0,married,"Social research officer, government",AB-,White,0
595-20-4879,1,single,Technical author,O+,White,0
595-22-6037,0,married,Ranger/warden,B-,Black,0
595-30-6394,0,single,"Surveyor, quantity",AB+,Asian,0
595-80-2577,0,married,Nutritional therapist,A-,Hawaiian,1
596-22-6670,1,married,Multimedia specialist,A+,White,0
596-26-8428,1,married,Land/geomatics surveyor,B+,Indian,1
596-28-6317,0,single,"Development worker, international aid",B+,White,0
596-35-1633,0,divorced,Legal secretary,AB+,White,0
596-46-7253,0,widowed,Horticultural therapist,AB+,White,1
596-71-2172,0,divorced,Physiotherapist,B-,Black,1
597-12-7289,1,married,Production manager,A-,Black,1
597-17-3064,0,single,Marine scientist,A-,Black,1
597-40-2954,1,divorced,Museum education officer,B+,Black,0
597-42-3965,0,married,Health and safety inspector,B+,White,1
597-52-4949,1,widowed,Therapeutic radiographer,A-,White,0
597-64-0750,0,widowed,"Therapist, drama",AB-,White,0
597-65-6864,0,divorced,"Designer, interior/spatial",O-,Black,1
597-69-9540,0,married,Garment/textile technologist,A+,White,0
598-63-6005,0,widowed,Cytogeneticist,B+,Asian,1
598-86-8321,0,widowed,Fish farm manager,AB+,White,1
598-87-4977,0,single,Garment/textile technologist,A-,White,1
598-95-7046,1,widowed,Financial controller,O+,Indian,1
598-97-8666,1,single,Biomedical scientist,O-,Black,0
599-11-8439,0,single,Games developer,O+,Hawaiian,1
599-50-3224,0,divorced,"Psychotherapist, dance movement",AB+,White,1
599-93-1531,0,separated,Administrator,O+,White,0
600-61-5375,0,nop,Legal executive,AB+,Asian,0
601-07-9988,0,single,Chief Technology Officer,B-,Black,0
601-46-5141,1,married,Applications developer,A-,Asian,0
601-62-9699,0,divorced,Financial trader,A-,White,1
601-69-4291,0,divorced,"Designer, fashion/clothing",A-,Asian,1
602-30-4610,1,single,Interior and spatial designer,A+,Black,1
602-35-2689,1,married,"Doctor, hospital",AB+,Asian,0
602-85-5090,0,separated,Accounting technician,A+,White,0
603-26-3252,0,widowed,Industrial/product designer,B-,White,0
603-57-9988,0,divorced,Community arts worker,AB+,White,0
604-01-6826,1,divorced,Manufacturing engineer,A-,Asian,0
604-16-2390,1,divorced,"Development worker, community",B-,Asian,1
604-25-9400,0,widowed,Clinical embryologist,AB+,Asian,0
604-65-2711,0,divorced,"Copywriter, advertising",AB-,White,1
605-15-4989,0,divorced,Interior and spatial designer,AB+,Black,1
605-22-5826,1,single,"Social research officer, government",AB-,White,0
605-99-1363,1,married,"Editor, film/video",O-,White,0
606-95-8130,1,separated,Freight forwarder,A+,White,0
607-10-9710,0,divorced,"Buyer, industrial",B+,Black,1
607-30-2223,1,married,Financial trader,B-,Black,0
608-28-8566,0,single,Press sub,B-,Hawaiian,0
608-38-4682,0,single,Radiation protection practitioner,B+,White,1
608-64-0783,0,divorced,Emergency planning/management officer,B-,Black,0
609-20-4986,1,single,"Designer, jewellery",B+,White,0
609-92-3735,0,nop,Commissioning editor,O+,White,1
609-95-5098,0,divorced,Police officer,B+,Black,1
609-97-9152,0,divorced,Psychiatric nurse,B-,Black,0
610-07-3493,1,divorced,Bookseller,O-,Hawaiian,0
610-82-2436,1,married,Environmental manager,A+,White,1
610-85-5828,1,nop,Financial adviser,AB+,Black,0
611-45-0365,0,separated,Psychotherapist,O-,White,1
611-52-7875,0,divorced,Set designer,B+,White,0
611-79-9881,0,married,"Conservation officer, historic buildings",A-,Asian,1
611-85-9902,0,nop,Set designer,O-,White,1
612-62-1627,0,separated,Ergonomist,O+,Black,1
613-26-9039,0,married,Accommodation manager,A-,White,0
613-57-4075,0,single,Arboriculturist,O+,Asian,1
613-69-0864,0,nop,Interior and spatial designer,B+,White,1
614-24-7410,1,nop,Hospital pharmacist,O+,Asian,1
614-75-5901,0,widowed,"Engineer, petroleum",B+,White,1
615-17-3878,0,single,Sports development officer,A+,Black,0
615-23-5735,0,separated,"Scientist, physiological",A-,White,0
615-54-7693,0,widowed,Analytical chemist,A+,White,1
615-62-1064,0,divorced,Medical secretary,AB+,White,1
616-11-2885,1,divorced,"Scientist, forensic",A+,Black,1
616-11-7068,0,divorced,"Teacher, music",A-,White,0
616-90-4661,1,married,Health and safety inspector,O+,White,1
617-13-6112,1,single,Newspaper journalist,AB+,Black,1
617-16-6813,1,single,Pharmacologist,A-,Asian,1
617-42-8540,1,single,Land,A-,White,0
617-52-9894,1,widowed,Financial risk analyst,B+,Black,1
617-77-6485,0,divorced,"Designer, furniture",AB-,White,1
617-77-7555,0,widowed,Dealer,AB+,Black,1
617-85-7393,0,separated,Quarry manager,B+,White,0
618-45-2909,0,single,Research scientist (medical),A+,White,1
618-55-1997,0,separated,Fine artist,A-,White,1
619-42-2163,1,nop,Herpetologist,O+,Black,1
619-44-1159,1,divorced,Food technologist,AB+,White,1
619-47-1887,0,divorced,Public affairs consultant,A+,White,0
619-65-3253,0,divorced,Broadcast journalist,A+,Asian,1
620-36-4059,1,separated,IT technical support officer,AB-,White,1
620-59-4905,1,married,"Producer, television/film/video",AB-,Black,0
620-82-7279,0,widowed,IT sales professional,O-,White,0
621-09-3628,0,married,Therapeutic radiographer,B-,Black,0
621-12-1788,0,nop,Music tutor,AB-,Black,1
621-43-3726,1,divorced,Lobbyist,AB-,White,1
621-46-6735,0,single,"Therapist, nutritional",AB-,Black,1
622-18-7223,0,divorced,Social researcher,A+,Asian,1
623-70-2971,0,widowed,Occupational psychologist,AB-,White,0
623-72-9418,1,single,Furniture designer,AB-,White,0
624-23-0099,1,single,Printmaker,B+,White,1
624-23-9651,0,single,"Geologist, engineering",A+,White,0
624-83-8700,0,widowed,Social worker,B+,Black,0
624-99-0866,1,single,Secretary/administrator,B-,White,0
625-02-8740,0,nop,Immigration officer,O+,White,0
625-15-6915,0,single,Adult guidance worker,O-,Asian,1
625-87-7076,0,divorced,Legal executive,B+,White,0
626-24-5236,0,single,"Teacher, music",A+,White,0
626-34-7517,0,married,"Teacher, English as a foreign language",B-,Asian,1
627-07-7944,0,divorced,Forensic psychologist,AB+,Black,1
627-33-2744,0,single,Education administrator,AB+,Hawaiian,0
627-81-2264,1,married,Health physicist,AB+,Asian,0
628-14-3042,0,nop,"Research officer, political party",A+,White,1
628-40-7515,0,divorced,Financial adviser,AB+,Asian,0
628-50-0414,0,single,"Surveyor, mining",A-,White,1
628-98-8628,0,divorced,Personal assistant,B-,White,0
629-59-0128,1,married,Quarry manager,A-,White,1
630-41-9677,1,divorced,Historic buildings inspector/conservation officer,B+,White,1
630-94-8565,1,divorced,Energy manager,O+,White,1
631-16-8248,0,nop,Actor,AB-,White,0
631-26-9338,0,divorced,"Solicitor, Scotland",B-,White,0
631-42-9450,0,widowed,Retail buyer,A+,Black,1
632-59-2895,0,separated,Armed forces logistics/support/administrative officer,O+,Indian,0
632-97-6154,0,divorced,Town planner,AB-,Black,0
633-11-9842,1,nop,Art therapist,B+,Black,0
633-56-6582,0,nop,"Engineer, electrical",AB-,White,1
633-60-9399,0,divorced,"Presenter, broadcasting",A-,Black,0
633-71-7663,0,nop,Set designer,O-,Asian,0
633-72-2299,1,nop,Garment/textile technologist,A+,Hawaiian,0
634-32-8283,0,married,"Research officer, government",O+,White,1
634-62-6566,1,married,Photographer,A-,White,1
635-43-4782,0,divorced,"Scientist, water quality",B+,Black,0
635-48-0345,1,single,Mental health nurse,O+,Black,1
635-50-5115,1,divorced,Dancer,AB-,Black,0
635-60-9463,0,divorced,Careers adviser,B-,Hawaiian,1
635-65-1824,0,married,Charity fundraiser,B-,Asian,0
636-07-4681,1,married,Chief Financial Officer,O-,Asian,0
636-09-0472,0,widowed,Database administrator,AB+,White,1
636-45-5093,0,married,Merchant navy officer,A+,White,1
636-63-3061,1,divorced,Waste management officer,AB+,Hawaiian,1
637-18-2560,1,divorced,Further education lecturer,B+,Hawaiian,1
637-40-9039,0,divorced,"Engineer, water",AB-,Black,1
637-74-1985,1,divorced,Sports administrator,B-,White,0
637-90-2215,0,married,Museum/gallery curator,B-,White,0
638-03-7898,1,widowed,"Pharmacist, community",AB+,Black,1
638-27-6063,0,married,Mining engineer,AB-,Indian,0
638-39-9061,0,nop,Chief Strategy Officer,O+,Black,1
638-45-4211,0,married,"Designer, interior/spatial",B+,Asian,1
638-50-5535,0,married,"Engineer, automotive",AB-,White,1
638-63-1176,1,separated,Science writer,O+,White,1
638-78-6162,0,separated,Product/process development scientist,AB-,White,0
639-73-8892,0,divorced,Customer service manager,AB-,White,0
639-78-7367,1,widowed,Personnel officer,AB-,Indian,0
639-79-1218,1,divorced,Land/geomatics surveyor,O+,White,0
639-80-4577,1,married,Financial manager,A-,Black,0
640-05-3300,0,single,Human resources officer,B+,Black,1
640-15-1322,1,divorced,Mechanical engineer,A+,Black,0
640-25-0380,1,single,Rural practice surveyor,A-,Asian,0
640-40-6015,0,single,"Designer, jewellery",O+,Black,0
640-70-3669,0,married,Analytical chemist,A-,White,1
640-83-7499,0,single,"Accountant, chartered certified",O+,Black,1
642-21-1265,0,married,Aid worker,B+,Hawaiian,0
642-27-9736,0,single,"Editor, film/video",AB+,Black,1
642-41-9475,0,divorced,Armed forces operational officer,B+,White,1
642-69-9445,0,single,"Investment banker, corporate",AB-,White,0
642-73-5452,1,married,Nutritional therapist,B-,Black,0
642-75-6245,1,divorced,Theatre manager,O+,Black,0
643-44-3755,0,nop,Recycling officer,AB-,White,0
643-53-2066,0,divorced,Investment analyst,B+,Asian,0
643-70-3159,0,nop,Cytogeneticist,B+,White,0
644-38-1813,1,separated,Chartered legal executive (England and Wales),A+,White,0
644-49-7049,0,separated,Lobbyist,O+,White,1
644-69-9697,1,married,Oncologist,AB-,White,0
645-02-3596,0,single,Sports coach,B-,White,0
645-08-6105,0,single,"Programmer, applications",AB+,Black,0
645-65-0660,0,married,Medical secretary,AB-,Asian,0
645-72-8505,0,married,Barrister's clerk,AB+,Black,1
645-73-0385,1,divorced,English as a foreign language teacher,A-,White,0
645-74-2460,0,single,Copy,AB-,Black,0
646-04-6406,1,separated,"Civil engineer, consulting",B-,White,0
646-12-9638,0,divorced,Multimedia programmer,B-,White,1
646-64-6726,0,nop,Exercise physiologist,AB-,White,0
647-18-4659,0,married,Management consultant,B-,White,1
647-25-3241,0,widowed,Geoscientist,A+,White,1
647-68-9556,0,single,"Journalist, broadcasting",AB+,Black,0
647-70-4280,1,married,Historic buildings inspector/conservation officer,AB-,Black,1
647-76-7924,1,divorced,Social worker,B+,White,0
648-21-4418,1,single,Merchant navy officer,A-,White,1
648-23-3826,0,divorced,"Scientist, research (maths)",B+,White,1
648-38-3334,1,married,"Buyer, industrial",B+,White,0
648-52-0072,0,single,Hospital pharmacist,AB+,White,1
648-59-8088,0,divorced,"Accountant, chartered management",O+,Black,0
648-74-6899,1,married,Fitness centre manager,AB+,Hawaiian,1
649-45-0887,0,nop,Ship broker,AB-,White,0
650-18-4441,1,separated,"Education officer, museum",O+,White,1
650-34-4074,1,single,Planning and development surveyor,O+,Indian,1
650-57-5029,0,widowed,Midwife,O-,White,1
650-77-4644,0,divorced,Hotel manager,O+,White,0
651-82-0891,0,divorced,Geoscientist,A-,White,1
652-24-5553,0,married,"Psychotherapist, child",O+,Indian,0
652-96-7064,1,single,"Geologist, engineering",A+,White,0
653-28-1285,0,divorced,"Teacher, secondary school",A-,White,0
653-36-3718,1,single,Armed forces training and education officer,A-,White,1
654-03-5454,1,married,"Runner, broadcasting/film/video",AB-,Hawaiian,1
654-47-8277,0,separated,"Librarian, academic",AB-,White,0
654-66-4285,0,nop,Homeopath,A-,White,0
654-69-5307,0,married,Meteorologist,AB-,White,0
654-76-8541,0,single,"Therapist, nutritional",B-,Black,1
655-27-9169,1,widowed,Food technologist,O+,Asian,0
655-41-5667,0,divorced,Chartered legal executive (England and Wales),A-,Black,0
655-45-5528,0,divorced,Automotive engineer,AB-,White,1
655-51-7030,0,divorced,"Conservator, furniture",A+,White,0
655-60-7062,0,divorced,"Horticulturist, commercial",A+,Black,0
655-93-7146,0,single,Public relations officer,AB+,White,1
656-12-2583,0,single,"Surveyor, rural practice",AB-,Indian,1
656-23-5196,0,widowed,"Geneticist, molecular",O-,White,1
656-65-7882,0,single,"Librarian, academic",B-,Black,0
656-70-9843,0,divorced,"Designer, jewellery",O+,White,0
656-82-5509,1,divorced,Herbalist,O-,Asian,0
657-13-1868,0,divorced,Paediatric nurse,B-,Black,1
657-32-9878,1,single,IT consultant,AB-,White,1
657-33-2414,1,widowed,Human resources officer,B+,White,0
657-38-2789,0,nop,Interior and spatial designer,B+,White,1
657-47-8899,0,nop,"Librarian, public",AB-,Black,1
657-99-0971,1,divorced,"Production assistant, television",O+,White,1
658-39-4291,1,separated,Environmental manager,A-,White,0
658-82-6818,1,married,"Pharmacist, community",B+,Indian,0
658-84-0830,1,divorced,Food technologist,B-,White,0
659-04-7154,0,divorced,Homeopath,O-,White,0
659-36-6244,1,single,Contracting civil engineer,O+,White,1
659-41-6426,0,nop,TEFL teacher,A+,White,1
659-48-8994,1,nop,Conference centre manager,AB+,Hawaiian,0
659-74-6283,0,divorced,"Engineer, structural",A+,White,0
660-80-8151,0,married,Operations geologist,AB+,Black,1
661-12-0293,0,married,Amenity horticulturist,O-,White,0
661-62-0345,1,married,Copy,B-,White,1
661-70-1006,0,divorced,Fisheries officer,O-,Black,1
661-83-3953,0,divorced,"Therapist, occupational",B+,Black,0
662-21-5726,1,separated,"Presenter, broadcasting",B-,White,0
662-45-0392,1,nop,Health promotion specialist,AB+,Hawaiian,0
662-90-0949,1,married,Lawyer,O-,Hawaiian,0
663-04-0380,0,widowed,Audiological scientist,A-,Hawaiian,0
663-28-8524,0,divorced,Sports administrator,B+,White,0
663-56-1129,1,divorced,"Secretary, company",B+,White,1
663-94-2658,0,widowed,"Accountant, chartered management",A+,Black,1
663-99-2968,0,widowed,Stage manager,AB+,Black,1
664-05-5856,0,nop,Geophysicist/field seismologist,O+,White,1
664-29-6160,0,married,"Secretary, company",AB+,White,1
664-62-5897,0,separated,Community arts worker,A-,White,0
665-17-2633,1,divorced,"Presenter, broadcasting",A+,White,1
665-40-2953,1,single,"Nurse, mental health",A-,Black,1
665-69-7885,1,single,Brewing technologist,B+,White,1
665-90-7117,0,divorced,Building services engineer,B-,Black,1
667-33-9038,0,single,Sports therapist,A-,Asian,1
667-36-6914,0,single,Metallurgist,AB-,Asian,1
667-51-0788,1,divorced,Special educational needs teacher,B-,White,0
667-83-4928,0,separated,"Copywriter, advertising",B+,White,0
667-85-8006,1,nop,Broadcast engineer,O+,Indian,0
667-89-4020,0,single,Further education lecturer,O+,White,1
668-31-3494,0,widowed,"Designer, television/film set",AB+,White,0
668-47-2422,0,single,"Psychologist, counselling",A+,Asian,0
668-58-4007,1,widowed,"Education officer, environmental",AB-,Asian,1
668-65-5734,0,divorced,"Engineer, automotive",AB+,White,0
668-70-2234,1,married,"Engineer, petroleum",A+,White,1
668-87-3412,1,nop,Civil Service administrator,AB-,Asian,1
669-17-1595,1,single,Financial manager,A+,White,0
669-28-8862,0,single,Armed forces operational officer,A+,Asian,1
669-56-3067,0,separated,"Engineer, automotive",B-,Asian,0
669-71-4983,1,separated,"Scientist, research (maths)",AB+,White,0
669-87-7716,0,single,Aid worker,AB-,White,1
670-04-6219,1,married,Paediatric nurse,AB+,Black,0
670-48-2219,1,single,"Engineer, electrical",O+,Black,1
670-73-0935,0,divorced,Publishing copy,O-,White,1
670-74-6091,0,divorced,Training and development officer,A-,White,0
671-48-3014,0,separated,"Education officer, museum",B+,White,0
671-95-0031,0,married,Waste management officer,O+,White,0
672-06-8547,0,single,Radiation protection practitioner,A-,White,0
672-57-3808,1,widowed,Animal nutritionist,B+,White,0
672-63-3277,1,married,"Education officer, environmental",B+,White,0
672-67-7107,1,divorced,Exercise physiologist,O-,White,1
672-69-6553,1,nop,Mudlogger,O-,Black,1
672-85-4182,0,divorced,Textile designer,AB-,Black,0
673-39-6313,1,divorced,Forensic scientist,O-,White,0
673-53-0353,0,married,Multimedia specialist,O-,White,0
673-64-2019,0,single,"Horticulturist, commercial",AB+,Asian,1
673-71-0981,1,single,Planning and development surveyor,O-,Black,1
674-02-4324,1,single,Equities trader,A-,Black,0
674-28-3153,1,divorced,"Engineer, production",A+,Asian,1
674-31-6490,0,single,"Production designer, theatre/television/film",A+,Asian,1
674-75-4546,0,married,"Clinical scientist, histocompatibility and immunogenetics",A-,White,1
674-76-5945,1,single,Environmental health practitioner,AB+,White,0
674-84-6765,0,single,Environmental consultant,A-,White,1
675-50-2974,0,divorced,Probation officer,O+,Hawaiian,0
675-51-4692,0,single,"Designer, jewellery",O-,Black,1
676-01-3863,1,single,"Accountant, chartered",O+,White,1
676-12-2083,1,single,"Therapist, speech and language",A+,Black,1
676-39-5955,1,married,Location manager,AB-,White,1
676-58-4108,1,divorced,Telecommunications researcher,A+,White,0
677-12-2781,1,widowed,Interior and spatial designer,B+,Black,0
677-34-2202,1,single,Further education lecturer,A-,White,1
677-43-7579,0,married,"Civil engineer, consulting",B-,Asian,0
677-64-9763,0,divorced,Graphic designer,AB-,Black,1
677-80-3068,0,divorced,Operations geologist,A-,Black,0
677-91-0920,0,married,Customer service manager,AB-,White,1
678-03-0151,1,divorced,Personal assistant,AB+,Asian,0
678-10-3012,0,single,"Radiographer, therapeutic",AB-,Asian,1
679-77-9481,0,widowed,Magazine journalist,AB+,White,0
679-90-9716,0,widowed,Art gallery manager,O+,White,1
681-05-8045,1,married,"Engineer, water",B+,Black,0
681-31-4481,0,nop,Charity officer,A+,White,0
681-44-5994,1,married,Electrical engineer,B-,Black,0
681-90-8311,1,single,"Solicitor, Scotland",A+,White,0
682-26-4346,1,nop,Dispensing optician,AB+,White,0
682-36-1427,0,married,Colour technologist,AB+,White,0
682-41-2943,0,divorced,"Sound technician, broadcasting/film/video",O+,Indian,1
682-65-7912,0,married,Further education lecturer,AB-,White,1
682-97-2765,1,married,Community pharmacist,A-,White,0
683-04-5508,1,single,"Engineer, communications",O+,White,0
683-38-1823,0,nop,IT sales professional,O+,Black,0
683-48-0819,0,widowed,Holiday representative,O-,Hawaiian,1
683-55-5118,0,widowed,Office manager,AB-,White,1
683-92-6569,0,widowed,Company secretary,AB-,White,0
684-10-0686,0,divorced,Civil Service fast streamer,A-,Indian,0
684-38-9558,1,divorced,Technical brewer,O+,Black,1
684-47-0076,1,nop,Fast food restaurant manager,A-,Black,0
684-78-6521,1,single,Gaffer,AB-,White,0
685-37-2584,0,nop,Sport and exercise psychologist,B-,Black,1
686-10-7021,0,widowed,"Engineer, control and instrumentation",A-,Black,1
686-15-6461,0,single,Outdoor activities/education manager,AB-,Black,1
686-47-7331,1,divorced,"Engineer, electrical",A+,White,1
687-01-8802,0,divorced,Multimedia specialist,A+,Indian,0
687-04-9705,1,divorced,"Nurse, mental health",B+,Asian,0
687-26-5705,1,divorced,Geoscientist,O+,Black,0
687-48-8192,0,married,Agricultural consultant,AB+,Black,1
687-61-6922,0,married,Legal executive,AB+,Black,0
687-75-8712,1,divorced,Lobbyist,AB-,Asian,1
689-54-1692,0,nop,Restaurant manager,AB+,Asian,1
689-67-0450,0,single,Patent attorney,A+,White,0
690-44-9421,0,married,Publishing rights manager,B+,Hawaiian,1
690-60-5401,0,single,Stage manager,AB+,White,0
690-76-8917,0,married,Careers information officer,O-,Black,1
690-88-6942,0,married,Waste management officer,B+,Black,0
690-92-6013,0,divorced,Trade union research officer,AB-,White,0
690-94-0183,0,married,"Journalist, newspaper",A-,Black,1
691-43-2917,0,single,Secretary/administrator,A+,Black,0
691-45-9723,0,divorced,Town planner,B-,Indian,1
691-93-9283,0,single,Medical sales representative,A+,Asian,1
692-22-2203,0,married,Estate agent,A-,White,0
692-97-4699,1,separated,Energy manager,AB-,Black,1
693-05-6528,0,married,Chartered accountant,AB-,White,1
693-35-0987,0,nop,Patent attorney,B+,White,1
693-35-8455,0,married,Armed forces operational officer,O-,White,1
693-50-8382,0,married,"Designer, fashion/clothing",B-,White,0
693-63-8052,0,separated,Museum education officer,O-,Black,1
694-07-9912,0,nop,Press photographer,B+,Indian,1
694-12-5708,1,married,Public relations account executive,A+,White,0
694-66-6839,0,nop,Product manager,A+,Asian,1
694-81-4862,0,single,"Loss adjuster, chartered",B+,White,1
694-94-1648,1,married,Video editor,A+,Black,1
695-09-2067,1,single,Optometrist,O+,Black,1
695-38-1405,0,divorced,Hospital pharmacist,AB-,Black,0
695-45-0986,1,widowed,Museum/gallery conservator,B+,Black,0
695-59-1102,1,married,"Librarian, public",A-,Asian,1
696-24-8219,0,divorced,Social worker,O+,Black,0
696-38-1340,1,single,Broadcast journalist,AB+,Black,0
696-48-5130,1,divorced,"Scientist, forensic",A-,Black,0
696-83-3057,1,widowed,Chief Financial Officer,O-,Asian,0
696-87-5697,1,married,"Engineer, control and instrumentation",B-,White,0
696-88-5298,1,single,"Therapist, art",AB-,White,1
696-99-1675,0,single,Electrical engineer,B-,Indian,0
697-21-5453,1,married,"Designer, industrial/product",B-,White,1
697-57-2182,1,single,"Nurse, adult",AB+,White,0
697-69-2287,1,divorced,Chiropodist,B-,White,1
697-69-2349,0,nop,IT technical support officer,A-,White,0
697-76-9822,0,single,Education administrator,B-,White,0
697-85-7911,0,single,Garment/textile technologist,A-,White,1
697-99-6145,1,married,Lexicographer,A+,Asian,0
698-22-4339,0,separated,Technical author,O-,Black,1
698-78-4715,1,nop,Diplomatic Services operational officer,B-,Asian,1
699-16-3749,1,divorced,Theatre director,AB+,Black,0
699-22-7796,0,married,Electronics engineer,O+,White,0
699-89-7889,0,married,International aid/development worker,A+,White,1
700-08-0586,0,divorced,Architectural technologist,A-,White,0
700-16-6771,0,divorced,"Accountant, chartered public finance",AB-,White,0
700-20-8703,0,married,Volunteer coordinator,B-,White,1
700-68-3774,0,married,Film/video editor,A-,Asian,1
701-38-6790,1,widowed,Exhibition designer,O+,White,1
701-91-2855,0,widowed,Immunologist,O+,White,0
702-13-9386,0,separated,Child psychotherapist,AB-,White,0
702-34-9180,1,married,Curator,AB+,White,0
702-44-5320,1,divorced,"Programme researcher, broadcasting/film/video",O+,Asian,1
702-50-7048,1,divorced,Amenity horticulturist,A-,Asian,1
703-21-5325,0,married,Management consultant,O+,White,1
703-51-4410,0,nop,International aid/development worker,A-,Black,0
703-75-0178,1,divorced,Soil scientist,B-,White,0
704-12-7648,0,divorced,Health and safety adviser,O-,White,1
704-24-9855,0,single,"Geneticist, molecular",AB+,Black,1
704-36-9659,1,married,Financial planner,A-,Black,1
704-53-8641,0,separated,Contractor,A-,White,0
705-18-5601,0,married,Local government officer,O-,Black,0
705-42-0645,1,single,Copy,A+,White,0
705-48-9565,0,separated,English as a second language teacher,O+,Black,1
705-51-5592,1,single,"Civil engineer, consulting",B+,Black,0
705-61-7173,1,single,Housing manager/officer,A+,Asian,1
705-84-7684,1,divorced,Aid worker,B+,White,1
706-51-9930,1,single,"Journalist, magazine",B+,Asian,1
706-62-7034,0,married,Armed forces logistics/support/administrative officer,O-,White,1
706-97-7078,1,single,Radio broadcast assistant,A+,Asian,1
707-14-8653,1,married,"Development worker, community",A-,Asian,1
707-20-3339,0,married,Recycling officer,O+,Indian,1
707-65-8889,0,single,"Conservation officer, historic buildings",A+,White,0
707-80-0893,0,separated,Charity fundraiser,B-,White,1
707-99-1723,0,separated,"Programmer, applications",A+,Indian,1
708-09-4440,1,divorced,Copy,AB-,White,0
708-40-5904,0,single,Phytotherapist,A+,Hawaiian,0
708-43-1714,0,single,Make,B-,Black,0
708-44-2134,0,nop,Garment/textile technologist,AB+,White,1
708-58-0247,1,divorced,Research scientist (life sciences),A+,White,1
708-99-3775,0,single,Astronomer,AB+,White,0
709-27-3497,0,single,Dietitian,O-,Black,0
709-42-3391,0,married,Arboriculturist,O-,White,0
710-08-6813,0,single,Communications engineer,AB-,White,1
710-16-8929,0,separated,Materials engineer,B-,Indian,0
710-17-6008,1,divorced,Risk analyst,A-,White,1
710-27-5330,0,married,Midwife,AB-,White,1
